name,address,rating,number_of_reviews,affluence
বাছেদ হোটেল,"MWGX+JGQ, Dhanbari, Bangladesh",0.0,0.0,0.0
রজনীগন্ধা হোটেল এন্ড রেস্টুরেন্ট,"MXG2+XH7, Dhanbari, Bangladesh",5.0,1.0,0.0
তৃপ্তি সুইটস্ এন্ড রেস্তোরা,"Keramjani Rd, Dhanbari, Bangladesh",4.0,1.0,0.0
মুক্তা মিয়ার চটপটি ও ফুচকা হাউজ,"Mohila College Rd, Dhanbari, Bangladesh",5.0,2.0,0.0
Bhojanbari Restaurant and Party Center,"MXH2+9R5, Dhanbari, Bangladesh",4.0,60.0,0.0
ভাই ভাই হোটেল এন্ড রেস্টুরেন্ট,"Tarakandi Dhanbari Road, Dhanbari, Bangladesh",5.0,1.0,0.0
Rafi Restuarant,"Tarakandi - Dhanbari Rd, Dhanbari, Bangladesh",4.9,8.0,0.0
রজনীগন্ধা হোটেল এন্ড রেস্টুরেন্ট টু,"ধনবাড়ী, বাস স্ট্যান্ড, Dhanbari, Bangladesh",0.0,0.0,0.0
Al Riyad Misti Vobon,"Dhanbari Palace, Tarakandi Dhanbari Road, Dhanbari, Bangladesh",0.0,0.0,0.0
বিসমিল্লাহ হোটেল এন্ড রেস্টুরেন্ট,"MXH3+V32, Dhanbari, Bangladesh",4.5,6.0,0.0
Palash sweet meat,"MWHW+GR3, Dhanbari, Bangladesh",4.5,4.0,0.0
লিটন সুইটস এন্ড রেস্তোরা,"MXG2+PR3, Dhanbari, Bangladesh",3.2,5.0,0.0
Mukkakari Hotel মোক্কাকা‌রী হ‌োটেল,"Tarakandi Dhanbari Road, Dhanbari, Bangladesh",4.1,11.0,0.0
সাইফুল প্লাজা,"Mohila College Rd, Dhanbari 1997, Bangladesh",0.0,0.0,0.0
Sara Fast Food,"জামালপুর মহাসড়ক, Dhanbari, Bangladesh",3.6,9.0,0.0
Musa Hotel And Restaurant,"Joydevpur - Tangail - Jamalpur Hwy, Dhanbari, Bangladesh",3.8,6.0,0.0
আল মদিনা রেস্তোরাঁ এন্ড সুইটস,"MXG3+G53, Dhanbari, Bangladesh",4.1,8.0,0.0
হোটেল নিরিবিলি,"Bus stand, Dhanbari, Bangladesh",0.0,0.0,0.0
Momin's kitchen ghatail,"Opposite,ghatail govt boys pilot high school, Thana Para, ঘাটাইল 1980, Bangladesh",4.4,52.0,0.0
Food Bridge Restaurant,"Foterpara bridge, Ghatail, Bangladesh",0.0,0.0,0.0
সৌদিয়া রেস্টুরেন্ট ও ফাস্ট ফুড,"FXHF+P77, Ghatail, Bangladesh",0.0,0.0,0.0
হোটেল অতিথি,"Joydevpur - Tangail - Jamalpur Hwy, Bangladesh",4.0,4.0,0.0
Onion Restaurant,"Bazar Rd, Ghatail, Bangladesh",4.4,8.0,0.0
Prapti Restora,"Joydevpur - Tangail - Jamalpur Hwy, Ghatail, Bangladesh",4.0,28.0,2.0
Soshi Order Now!!!,"Bazar Rd, Ghatail 1980, Bangladesh",3.5,2.0,0.0
Yummy's Yum Yum,"Tangail-Maymenshingh Highway, 1980, Old Bus Stand, ঘাটাইল 1980, Bangladesh",4.5,6.0,0.0
Shojib Halim Ghor,"Ghatail, Bangladesh",0.0,0.0,0.0
সুগন্ধা হোটেল এন্ড রেস্টুরেন্ট,"1980 Vuyapur - Ghatail Rd, Ghatail, Bangladesh",4.7,3.0,0.0
ময়েন হোটেল,"Tangail - Mymensingh Hwy, ঘাটাইল, Bangladesh",3.4,5.0,0.0
Food Park Restaurant,"Rajoir Bazzar Rd, Ghatail 1980, Bangladesh",3.6,48.0,0.0
Café 19,"FXVW+F2H, Bangladesh",4.7,3.0,0.0
রবির হোটেল,"FXHF+J8V, Ghatail, Bangladesh",4.7,3.0,0.0
Boikali,"Sta Offrs Mess A, Cantonment Road, Bangladesh",3.7,7.0,0.0
Hotel Tajmohol,"N4, Ghatail,Bustand, ঘাটাইল, Bangladesh",3.5,2.0,0.0
victory,"Joydevpur - Tangail - Jamalpur Hwy, Ghatail 1980, Bangladesh",3.1,8.0,0.0
মিথিলদের হোটেল,"Joydevpur - Tangail - Jamalpur Hwy, Bangladesh",4.5,2.0,0.0
Dhansiri Hotel (হোটেল ধানসিড়ি),"Tangail Mymensingh Highway, ঘাটাইল, Bangladesh",3.8,34.0,0.0
Shanto Hotel,"Upazila Rd, Ghatail, Bangladesh",1.3,4.0,0.0
Hotel Shotota,"Vuyapur-Ghatail Rd, Ghatail, Bangladesh",0.0,0.0,0.0
Hotel 5 Star(Residential),"Tangail Mymensingh Highway, ঘাটাইল, Bangladesh",3.6,140.0,0.0
Hotel Pachtara,"Tangail Mymensingh Highway, Ghatail, Bangladesh",4.0,1.0,0.0
"ইত্যাদি জেনারেল ষ্টোর, রওশন হাবীব কান্দুলিয়া দক্ষিনপাড়া","FXR2+6M6, Bangladesh",5.0,1.0,0.0
Hotel Bamboo International-ECB,"Matikata Rd, Dhaka, Bangladesh",5.0,2.0,0.0
হোটেল সিয়াম সিফাত এন্ড রেস্টুরেন্ট,"HW4H+48F, Gopalpur, Bangladesh",0.0,0.0,0.0
হোটেল শাহজাহান,"HW7H+P4X, Gopalpur, Bangladesh",1.0,1.0,0.0
Dhaka Shahi biriani house,"HW6H+W52, Gopalpur, Bangladesh",0.0,0.0,0.0
হোটেল আল-মামুন,"খঃ আঃ মান্নান রোড, Gopalpur, Bangladesh",5.0,1.0,0.0
সোহেল হোটেল,"HW7H+43V, Gopalpur, Bangladesh",2.7,3.0,0.0
Gopalpur eidgah math,"Gopalpur,powjan, কালিহাতি, Bangladesh",0.0,0.0,0.0
"অচেনা অতিথি জুস, কফি এন্ড কাবাব ঘর","Hemnagar Rd, Gopalpur 1990, Bangladesh",2.0,2.0,0.0
Pakuya Birij Par,"GWWX+39V, Bangladesh",3.7,7.0,0.0
সাথী মিষ্টান্ন ভান্ডার,"Gopalpur Bazar Rd, Gopalpur, Bangladesh",0.0,0.0,0.0
Moon House Restaurant & Party Centre,"Top Floor, Najnin Shopping Centre, কালিহাতি, Bangladesh",3.9,77.0,0.0
ইমন খাবার,"9XRV+MWW, Kalihati, Bangladesh",0.0,0.0,0.0
Food Park Restaurant & Music Cafe,"Jesmin Dream Garden, College Gate, Kalihati 1970, Bangladesh",4.6,70.0,0.0
New Ghorowa Hotel & Restuarent,"9XRW+J97, Kalihati, Bangladesh",0.0,0.0,0.0
Noyon,"9XJG+35H, Bangladesh",1.0,1.0,0.0
rc,"9XRW+7CJ, Kalihati, Bangladesh",3.0,1.0,0.0
একা মিষ্টান্ন ভান্ডার,"9XQW+442, Kalihati, Bangladesh",3.3,3.0,0.0
Nimontron Hotel & Restaurant,"Khalihati road,, Joydevpur - Tangail - Jamalpur Hwy, Kalihati, Bangladesh",4.0,2.0,0.0
Bonoful Hotel & Sweets,"Khalihati ,, Joydevpur - Tangail - Jamalpur Hwy, Kalihati, Bangladesh",3.0,1.0,0.0
Binimoy Hotel & Restaurant,"9XQW+65F, কালিহাতি, Bangladesh",4.1,9.0,0.0
Bhai Bhai Hotel & Restaurant,"Joydevpur - Tangail - Jamalpur Hwy, Kalihati, Bangladesh",3.7,60.0,1.0
মেসার্স মায়ের দোয়া স্টোর,"ধারাটি টানপাহাড়, Madhupur, Bangladesh",0.0,0.0,0.0
Dawat restaurant,"J24H+JG7, Madhupur, Bangladesh",3.8,28.0,0.0
বাংলাদেশ লাইব্রেরী,"Madhupur 1996, Bangladesh",2.5,2.0,0.0
হোটেল ডাল ভাত,"N401, Bangladesh",0.0,0.0,0.0
Food Village 2,"Joydevpur - Tangail - Jamalpur Hwy, Madhupur, Bangladesh",3.7,3.0,0.0
Saiful Cafe,"Tangail - Mymensingh Hwy, Madhupur, Bangladesh",4.3,38.0,0.0
Momin Ahmed,"Madhupur 1996, Bangladesh",0.0,0.0,0.0
Bismillah Hotel and Biriani House,"Joydevpur - Tangail - Jamalpur Hwy, Madhupur, Bangladesh",3.0,3.0,0.0
Hotel Ruposhi Bangla Biriyani,"J25H+6RV, Madhupur, Bangladesh",4.0,31.0,0.0
ফুড ভিলেজ রেস্টুরেন্ট - টু,"Madhupur link Bridge, জয়দেবপুর - টাঙ্গাইল - জামালপুর মহাসড়ক, মধুপুর, Bangladesh",0.0,0.0,0.0
Hazi Biriyani House হাজি বিরিয়ানি হাউজ,"J24H+P9P, Madhupur, Bangladesh",3.3,4.0,0.0
Hotel New Mouchak,"Joydevpur - Tangail - Jamalpur Hwy, Madhupur, Bangladesh",4.2,14.0,0.0
মধুবন মিষ্টি ঘর,"Bus Stand, Tangail - Mymensingh Hwy, Madhupur, Bangladesh",5.0,2.0,0.0
Bismillah Hotel And Restaurant,"J24H+P9P, Madhupur, Bangladesh",3.9,13.0,0.0
Earam clothe shop,"Master para, Madhupur, Bangladesh",0.0,0.0,0.0
মিষ্টি মুখ হোটেল এন্ড রেস্টুরেন্ট,"Bus Stand, Madhupur, Bangladesh",4.5,2.0,0.0
আপ্যায়ন হোটেল,"J25G+2X2, Madhupur, Bangladesh",4.0,2.0,0.0
Sajib hotel and restaurant,"Joydevpur - Tangail - Jamalpur Hwy, Bangladesh",3.8,17.0,0.0
New Shamim Hotel,"J23G+2Q5, Madhupur, Bangladesh",4.0,5.0,0.0
Asha FastFood Confectionary (আশা ফাস্ট ফুড & কনফেকসনারি),"J25J+X29, Madhupur, Bangladesh",3.7,22.0,0.0
Food Island Restaurant,"Dewhata Bus Stop, Dhaka - Tangail Hwy, Bangladesh",5.0,15.0,0.0
লিটন মন্জিল,"তেলিনা জিনারচালা, Bangladesh",5.0,1.0,0.0
Ads Lax,"33WQ+F76, Bangladesh",0.0,0.0,0.0
Golden spoon Restaurant,"Kalibari Road, Mirzapur, Bangladesh",4.0,57.0,0.0
Food Canvas Restaurant,"Thana Road, Kakoli More, Mirzapur, Dhaka, Bangladesh",3.9,71.0,1.0
Red Chilli Restaurant,"College Rd, Mirzapur, Bangladesh",3.7,123.0,2.0
Adda Restaurant,"Thana Rd, Mirzapur, Bangladesh",3.8,128.0,0.0
Rose Garden Restaurant,"Mirzapur Rd, Mirzapur, Bangladesh",3.9,44.0,0.0
দোকান,"টাংগাইল, Bangladesh",0.0,0.0,0.0
Restaurant 71,"432V+RVV, Mirzapur, Bangladesh",4.4,5.0,0.0
রেস্তোরাঁ ৭১,"Mirzapur Old Bus Station, Thana Rd, মির্জাপুর, Bangladesh",4.0,2.0,0.0
"রাজনগর ,রাজকুটীর","Unnamed Road, Bangladesh",0.0,0.0,0.0
Kitchen Meal,"Unnamed Road, Mirzapur, Bangladesh",0.0,0.0,0.0
Online Shop,"Bypass, Mirzapur, Bangladesh",0.0,0.0,0.0
সুবর্ণা হোটেল এন্ড মিষ্টান্ন ভান্ডার,"Mirzapur Upazila, Mirzapur 1947, Bangladesh",0.0,0.0,0.0
বন্ধু জল কুটির,"Mirzapur 1900, Bangladesh",4.4,8.0,0.0
নবাব বিরানী হাউজ,"Thana Rd, Mirzapur, Bangladesh",4.5,2.0,0.0
Robi hotel,"33WR+3XQ, Mirzapur, Bangladesh",0.0,0.0,0.0
Garment Kitchen,"Union Para Mirzapur, Tangail 1940, Bangladesh",5.0,1.0,0.0
Dolphin Cafe,"Askobor Bhoban, ground flore, মির্জাপুর, Bangladesh",5.0,2.0,0.0
Arjun Food & Restaurant,"Kumudini Hospital Rd, Mirzapur, Bangladesh",5.0,2.0,0.0
শুভ হোটেল এন্ড রেস্টুরেন্ট ৪,"Mirzapur, Bangladesh",3.7,11.0,0.0
Nabab Biryani House,"Thana Rd, Mirzapur, Bangladesh",0.0,0.0,0.0
Apon Hotel and Restaurant,"Kumudini Hospital Rd, Mirzapur, Bangladesh",5.0,1.0,0.0
কেল্লার লালবাগ বিরিয়ানী হাউজ,"কলিম উদ্দিন সুপার মার্কেট, পুরাতন বাসস্ট্যান্ড, মির্জাপুর, Bangladesh",0.0,0.0,0.0
Shuvo Hotel and Restaurant - 4,"Opposite of Ma CNG station, Bawar Kumarjani, Dhaka - Tangail Hwy, মির্জাপুর, Bangladesh",4.0,4.0,0.0
Islamia Food Garden,"433V+2VR, Mirzapur, Bangladesh",3.0,2.0,0.0
Bangladesh Hotel,"Joydevpur - Tangail - Jamalpur Hwy, Bangladesh",4.4,7.0,0.0
Maya shankar fast food and flower shop,"33WW+H2R, Mirzapur, Bangladesh",0.0,0.0,0.0
Ma mistanno vandar,"Mirzapur Bypass Bus Stop, Dhaka - Tangail Hwy, মির্জাপুর, Bangladesh",5.0,4.0,0.0
ঝলক সুইটমিট,"Thana Rd, Mirzapur, Bangladesh",5.0,2.0,0.0
গেড়াকী সিকদার পাড়া জামে মসজিদ,"44G6+22G, Mirzapur, Bangladesh",3.0,3.0,0.0
নুরুজ্জামান হোটেল এন্ড রেস্টুরেন্ট,"Unnamed Road, Bangladesh",3.8,5.0,0.0
"Live টং, নাগরপুর","3V3J+XR, Nagarpur, Bangladesh",4.0,4.0,0.0
দুর্জয় জুয়েলার্স,"Unnamed Road, Nagarpur, Bangladesh",0.0,0.0,0.0
Street Cafe,"Barangail - Ghior - Daulatpur - Tangail Rd, Bangladesh",5.0,3.0,0.0
Zifan's Kitchen,"Unnamed Road, Nagarpur, Bangladesh",5.0,1.0,0.0
Redoy Sweets and Hotel,"2VXR+5CR, Nagarpur 1936, Bangladesh",5.0,1.0,0.0
"Alpana Cafe and Restaurant, Nagarpur","Mohila College, Nagarpur 1936, Bangladesh",0.0,0.0,0.0
Sweet Store,"Barangail - Ghior - Daulatpur - Tangail Rd, Nagarpur, Bangladesh",4.0,15.0,0.0
তাসলিমা,"3V5G+3F9, Nagarpur, Bangladesh",0.0,0.0,0.0
রঞ্জন মিষ্টান্ন ভান্ডার,"Barangail - Ghior - Daulatpur - Tangail Rd, Nagarpur, Bangladesh",0.0,0.0,0.0
Mr. Nazmul,"3V8H+RFM, Bangladesh",5.0,1.0,0.0
"Mocca Restaurant,Nagarpur","Barangail - Ghior - Daulatpur - Tangail Rd, Nagarpur, Bangladesh",1.0,1.0,0.0
শ্রী কৃষ্ন মিষ্টি,"Barangail - Ghior - Daulatpur - Tangail Rd, Nagarpur, Bangladesh",0.0,0.0,0.0
বাঁশ বাড়ী - Bash Bari,"85GM+84, Sakhipur 1950, Bangladesh",3.9,28.0,0.0
বিল্লাল হোটেল,"85C9+5RM, Sakhipur, Bangladesh",5.0,4.0,0.0
মাহমুদ ট্রেডার্স,"Bhaluka - Shakhipur Rd, Sakhipur, Bangladesh",0.0,0.0,0.0
বাঁশ বাড়ী,"85CC+R5J, সখীপুর, Bangladesh",0.0,0.0,0.0
শফিকুল ইসলাম,"Sakhipur - Salgrampur Rd, Sakhipur, Bangladesh",1.0,1.0,0.0
OK Fastfood,"85C9+7MW, Sakhipur, Bangladesh",4.1,12.0,0.0
Bhojon Bilash,"Upazila Rd, Sakhipur, Bangladesh",0.0,0.0,0.0
Sazzat Hotel & Restaurant,"Taltola Chattar, Sakhipur, Bangladesh",3.9,125.0,0.0
Shakil's Kitchen,"Hossen Tower(2nd Flor, উপজেলা রোড, সখীপুর, Bangladesh",4.1,33.0,0.0
বাশঁ বাড়ী,"Z4011, Sakhipur 1950, Bangladesh",0.0,0.0,0.0
Star sweets,"এতিম খানা রোড়, Sakhipur, Bangladesh",4.0,114.0,0.0
HOTEL AL RASHID,"Bus Stop, Sakhipur 1950, Bangladesh",5.0,1.0,0.0
Bro's & Burger Restaurent,"Sakhipur, Bangladesh",4.3,6.0,0.0
Zunaid Coffee Shop & Restaurant,"8595+6FX, Sakhipur, Bangladesh",1.0,1.0,0.0
Elora Sweets,"গড় গোবিন্দপুর, এতিমখানা সড়ক, Sakhipur, Bangladesh",4.7,3.0,0.0
ইয়ার আলী চা স্টল,"সৌখিন মোড়, কচুয়া রোড, Bangladesh",4.5,4.0,0.0
Sabuj store,"85CF+WRH, Sakhipur, Bangladesh",2.3,3.0,0.0
Tabriz's Kitchen,"7W58+JRX, Tangail, Bangladesh",4.7,19.0,0.0
Hot & Spicy Restaurant,"1 RT Complex, Victoria Rd, Tangail 1900, Bangladesh",4.0,449.0,1.0
পোড়াবাড়ি রাজলক্ষ্মী মিষ্টান্ন ভান্ডার,"Pachh ani bajar, টাঙ্গাইল, Bangladesh",4.5,19.0,0.0
Food Cave Tangail,"Opp Puratan Bus Stand, Fire Service Rd, Tangail 1900, Bangladesh",4.3,20.0,0.0
FooD War,"Biswas Betaka Mitali Bagh, Tangail 1900, Bangladesh",4.3,144.0,1.0
Pansi Restora And Barger Corner,"Santi Kunjo More, Thanapara Tangail, টাঙ্গাইল 1900, Bangladesh",4.3,15.0,0.0
Shawarma House,"Hobibur Rahman Plaz, Mymensingh Road, Old Bus Stand, Tangail, Bangladesh",4.0,731.0,2.0
Mellow,"Tangail, Bangladesh",4.0,179.0,2.0
Green Village Food Court,"7W28+9M2, Tangail, Bangladesh",4.0,368.0,2.0
Petuk Fastfood and Restaurant,"রিনু কমপ্লেক্স, খালপাড় রোড, টাংগাইল।, Bangladesh",4.3,27.0,0.0
Unique Burger and Kabab Ghar.,"7W9H+586, Tangail, Bangladesh",4.3,12.0,0.0
ধানসিঁড়ি রেস্টুরেন্ট,"Joydevpur - Tangail Highway Digonto sweater sonlogno.Boxso bari mur ১৩ নং ওয়াড। দিগন্ত সোয়েটার সংলগ্ন , বক্সবাড়ি মোড়, টাঙ্গাইল, Bangladesh",0.0,0.0,0.0
Grameen foods,"1900 Bara Kalibari Rd, Tangail, Bangladesh",4.2,15.0,0.0
Unique Burger,"Moszid Rd, Tangail, Bangladesh",4.2,16.0,0.0
Matka Live Kitchen Restaurant,"Tangail 1900, Bangladesh",3.9,361.0,2.0
Rock Kitchen,"Choy Ani Pukur Par, Tangail, Bangladesh",3.9,22.0,0.0
Daawat Food Zone,"7W8G+J5P, Tangail, Bangladesh",4.0,71.0,0.0
Joggonnath Cabin (Vegetarian Restaurant),"Bara Kalibari Market, Boro Kalibari Rd, Tangail, Bangladesh",4.1,59.0,0.0
Sefat Restaurant,"Tangail Road, Tangail, Bangladesh",3.9,327.0,2.0
Nirala Ghor,"District Sodar Road, Tangail, Bangladesh",4.1,105.0,0.0
Sugandha Restaurant,"Barangail - Ghior - Daulatpur - Tangail Rd, Tangail, Bangladesh",3.8,499.0,0.0
প্রকৃতি বিলাস ফুড কর্নার,"Tangail 1902, Bangladesh",0.0,0.0,0.0
শামীম পিঠা ঘর,"shamim pitha gor tangail Shamimpithagortangail, শামীম পিঠা ঘর, Tangail, Bangladesh",4.0,66.0,0.0
Jhawbon restaurant ঝাউবন রেস্টুরেন্ট,"Mymensing Rd, Tangail, Bangladesh",3.9,181.0,0.0
FoodFreak,"Aamghat, Road, Paradise para, টাঙ্গাইল 1900, Bangladesh",3.0,2.0,0.0
Tangail,"Tangail - Delduar Rd, Tangail, Bangladesh",5.0,1.0,0.0
"""MAZA"" Restaurant","Zila Sadar Rd, Tangail, Bangladesh",0.0,0.0,0.0
ONE STAR FOOD ZONE,"Tangail 1902, Bangladesh",5.0,1.0,0.0
Delicious kitchen,"7W58+GGW, Tangail, Bangladesh",4.0,1.0,0.0
Aheli Food Zone,"Tangail, Bangladesh",5.0,7.0,0.0
Food shop,"7W59+WGX, Tangail, Bangladesh",0.0,0.0,0.0
Tangail Food Hard,"Bindu Basini Government Girl's High School Rd, Tangail, Bangladesh",0.0,0.0,0.0
"গ্রুপ মেস,টাঙ্গাইল","6WW8+PM9, Tangail, Bangladesh",3.0,1.0,0.0
Tiptop Hotel And Restaurant,"7W8G+X72, Tangail, Bangladesh",4.1,40.0,1.0
Shad Kitchen & Resturent,"Biswas bethka, টাঙ্গাইল, Bangladesh",5.0,1.0,0.0
ফরিদ হোটেল,"6WXG+MR8, Tangail, Bangladesh",0.0,0.0,0.0
DattasCuisine,"7W3F+JQ4, Tangail, Bangladesh",0.0,0.0,0.0
Chicken Hut,"Boro Kalibari Rd, Tangail, Bangladesh",3.3,9.0,0.0
ARS Food Corner,"Tangail Road, Tangail, Bangladesh",3.0,2.0,0.0
কড়াই তাওয়া,"Akur Takur Para - Polashtoli Link Rd, Tangail 1900, Bangladesh",4.0,6.0,0.0
New Latest Burger,"DC Lake, Tangail, Bangladesh",3.0,1.0,0.0
Dingi Fast Food and Coffe,"Bindu Basini Government Girl's High School Rd, Tangail, Bangladesh",3.8,119.0,0.0
জান্নাত চটপটি হাউজ,"Akur Takur Para - Polashtoli Link Rd, Tangail, Bangladesh",3.6,8.0,0.0
Lake Party Place Fast Food and Beverage,"DC Lake, Tangail, Bangladesh",3.0,1.0,0.0
Pizza & Pie,"1900 Victoria Rd, Tangail, Bangladesh",5.0,4.0,0.0
Peyala Cafe,"Mymensing Rod,kumodin collag gat, টাঙ্গাইল, Bangladesh",5.0,1.0,0.0
Coconut shop,"6WX8+V34, Tangail, Bangladesh",5.0,1.0,0.0
Street Cook,"choi ani pukur, Tangail 1900, Bangladesh",4.5,4.0,0.0
গোকুল ঘোষের দই,"Boro Kalibari Rd, Tangail, Bangladesh",3.0,1.0,0.0
Good slice italian pizzeria,"Purbo, কাজী অফিস রোড, ttan, Bangladesh",1.0,1.0,0.0
Lake Corner,"DC Lake, Tangail, Bangladesh",3.0,1.0,0.0
ABASARE KITCHEN,"Bottola Bazar Road, Tangail, Bangladesh",0.0,0.0,0.0
চুঁই ঝাল,"বড় কালীবাড়ি রোড, Tangail, Bangladesh",5.0,2.0,0.0
BiBi Burger,"Tangail - Delduar Rd, Tangail, Bangladesh",0.0,0.0,0.0
Pukur par pitha ghor,"7W28+4MG, Tangail, Bangladesh",0.0,0.0,0.0
Abasare Restaurant,"Bottola bazar, Hridoy Store, টাঙ্গাইল, Bangladesh",4.8,4.0,0.0
Food Garage,"Victoria Rd, Tangail, Bangladesh",4.4,8.0,0.0
Noorjahan Restaurant And Party Venue,"2nd floor, Prince Hotel, 1900 Victoria Rd, Tangail 1900, Bangladesh",0.0,0.0,0.0
Khaza Hotel (খাজা হোটেল),"6WX7+RV5, Tangail, Bangladesh",0.0,0.0,0.0
Victoria fast food,"7W28+76, Tangail, Bangladesh",5.0,1.0,0.0
DHANSIRI HOTEL & RESTAURANT,"Bagerhat - Khulna Rd, Bagerhat, Bangladesh",4.0,372.0,2.0
মোল্লা বিরিয়ানি,"Dashani Bus Stand, Bagerhat - Khulna Rd, বাগেরহাট, Bangladesh",4.0,1.0,0.0
Shahi Pure Resturent,"Khan Jahan Ali Majar Rd, Bagerhat, Bangladesh",0.0,0.0,0.0
BMC FOOD BAGERHAT,"Doshani, cross road, বাগেরহাট, Bangladesh",0.0,0.0,0.0
Megnitola food corner,"Megnitala Bus Stop, Megnitala Bazar Rd, বাগেরহাট, Bangladesh",5.0,1.0,0.0
খাদক বাড়ি,"MQ7P+MF9, Bagerhat, Bangladesh",0.0,0.0,0.0
Food মহল,"1 Dashani Main Rd, Bagerhat 9300, Bangladesh",5.0,3.0,0.0
Bablus Tong,"MQ6M+J94, Bagerhat, Bangladesh",4.6,5.0,0.0
Cafe best voirob coffee house in bagerhat,"MQ49+GF2, Bagerhat, Bangladesh",0.0,0.0,0.0
10 no gobordi Union,"Gobordari Jordia High School Rd, Bagerhat, Bangladesh",0.0,0.0,0.0
পর্যটন রেস্তোরাঁ,"MQ85+56Q, Bagerhat, Bangladesh",3.5,2.0,0.0
Black cherry,"Khulna - Bagerhat Hwy, Bagerhat, Bangladesh",3.8,5.0,0.0
ব্লাক চেরি,"MQ75+PW4, Bagerhat, Bangladesh",3.0,1.0,0.0
Rajib Restaurant,"Doshani Lged Rd, Bagerhat 9300, Bangladesh",5.0,1.0,0.0
Feady food,"Khaddar Rd, Bagerhat, Bangladesh",4.0,1.0,0.0
Hkhelal khan,"MQ48+5CM, Bagerhat, Bangladesh",0.0,0.0,0.0
কামাল হোটেল,"MQ48+5CM, Deypara, Bangladesh",0.0,0.0,0.0
Radhuni Hotel,"Khan Jahan Ali Majar Rd, Bagerhat, Bangladesh",4.5,2.0,0.0
হোটেল আল আমিন,"Khan Jahan Ali Majar Rd, Bagerhat, Bangladesh",2.0,1.0,0.0
Areyan’s Food,"Khulna - Bagerhat Hwy, Bagerhat, Bangladesh",0.0,0.0,0.0
Sanjay Hotel,"College Rd, Bagerhat, Bangladesh",4.0,3.0,0.0
Borkotia Hottle,"Rahater moreOld, Bagerhat, Bangladesh",3.5,2.0,0.0
Bismillah Hotel & Resturent,"Khan Jahan Ali Mazar, বাগেরহাট, Bangladesh",3.3,10.0,0.0
সালাম টি স্টার,"Upazila Bus Station, Chitalmari Union, Bangladesh",5.0,1.0,0.0
Sweet Hut Restaurant & Cafe,"Chitalmari Kurmuni Rd, Chitalmari Union 9360, Bangladesh",5.0,1.0,0.0
Modina Hotel,"QVQH+P59, Chitalmari Union, Bangladesh",4.0,1.0,0.0
R.P Hotel And Restaurant,"Chitalmari Bazar Road, Chitalmari Union, Bangladesh",4.1,49.0,0.0
Cafe Dhanshiri Resturent And Biriani House,"chourongimor/shaheed minar moor, Chitalmari Union, Bangladesh",3.0,1.0,0.0
BFC,"Chitalmari WAPDA Rd, Chitalmari Union, Bangladesh",4.0,9.0,0.0
বটতলার পুরী,"Chitalmari Bazar Road, Chitalmari Union, Bangladesh",5.0,4.0,0.0
Azad sada vater hotel,"near agrani Bank, Chitalmari Union, Bangladesh",0.0,0.0,0.0
2 Star Fast Food,"Fakirhat - Khulna Bypass Rd, Fakirhat, Bangladesh",5.0,2.0,0.0
Imon sk,"QPG7+5R7, Fakirhat, Bangladesh",0.0,0.0,0.0
Kiron tea stall,"Bishow Road Bus Stop, Gopalganj - Khulna Hwy, ফকিরহাট, Bangladesh",4.7,3.0,0.0
হোটেল মারিয়াম এন্ড বিরিয়ানি হাউজ,"Bishow Road Bus Stop, Gopalganj - Khulna Hwy, ফকিরহাট, Bangladesh",0.0,0.0,0.0
Amitab Tea Syall,"talukdar market, Fakirhat, Bangladesh",4.0,3.0,0.0
Nazma katun,"QPH4+2X3, Fakirhat, Bangladesh",4.2,5.0,0.0
Golden fast food and mini Chinese restaurant,"Shantigang Rd, Fakirhat, Bangladesh",5.0,6.0,0.0
চটপটি ও ফুচকা হাউজ,"Shantigang Rd, Fakirhat, Bangladesh",0.0,0.0,0.0
জসিম ভাইয়ের ফুচকা ও চটপটি,"Shantigang Rd, Fakirhat, Bangladesh",0.0,0.0,0.0
হোটেল নিহারী,"QPC7+Q25, Fakirhat, Bangladesh",5.0,1.0,0.0
Golden fast food and mini Chinese restaurant,"QPH4+2X3, Fakirhat, Bangladesh",5.0,1.0,0.0
আল্লার দান মামার হোটেল,"QPC7+P36, Fakirhat, Bangladesh",4.8,4.0,0.0
ওয়ান স্টার হোটেল এন্ড রেস্টুরেন্ট,"QPH4+2X3, Fakirhat, Bangladesh",2.5,4.0,0.0
RRF Office,"Bishow Road Bus Stop, Gopalganj - Khulna Hwy, ফকিরহাট, Bangladesh",4.0,2.0,0.0
"মাছের বাজার, Attaki, Fakirhat","Gurer Hatkhola Rd, Fakirhat, Bangladesh",4.5,2.0,0.0
Hotel Ruposi Bangla,"Gopalganj - Khulna Hwy, Fakirhat, Bangladesh",3.7,87.0,1.0
ওয়ান স্টার হোটেল এন্ড রেস্টুরেন্ট | One Star Hotel & Restaurant,"Dhaka - Khulna Hwy, Fakirhat, Bangladesh",3.1,25.0,0.0
Seven star hotel & restourant,"Depara Kachua Rd, Kachua, Bangladesh",5.0,1.0,0.0
Hera's Kitchen,"542, Kachua 9310, Bangladesh",0.0,0.0,0.0
arif,"MV2P+W5J, Kachua, Bangladesh",0.0,0.0,0.0
Madipartmental store,"Road, goalbatan, Bangladesh",5.0,1.0,0.0
হাইওয়ে রেস্টুরেন্টে অ্যান্ড হোটাল,"WR73+G4R, Bangladesh",0.0,0.0,0.0
